districtid,monthid,dose 1,dose 2
OR_Kendujhar,10,14904,1
OR_Kendujhar,11,9752,11307
OR_Kendujhar,12,129736,5192
OR_Kendujhar,13,32335,25612
OR_Kendujhar,14,63292,1399
OR_Kendujhar,15,121947,35088
OR_Kendujhar,16,195213,43457
OR_Khordha,10,33855,1
OR_Khordha,11,42933,22121
OR_Khordha,12,244140,48424
OR_Khordha,13,242707,140016
OR_Khordha,14,252964,201003
OR_Khordha,15,456657,224429
OR_Khordha,16,218950,374757
OR_Koraput,10,16747,1
OR_Koraput,11,32565,13479
OR_Koraput,12,117993,13907
OR_Koraput,13,34040,26673
OR_Koraput,14,63211,3570
OR_Koraput,15,87822,16031
OR_Koraput,16,170467,49109
OR_Malkangiri,10,7747,0
OR_Malkangiri,11,8747,6171
OR_Malkangiri,12,37091,3438
OR_Malkangiri,13,14483,9298
OR_Malkangiri,14,15067,766
OR_Malkangiri,15,43058,5251
OR_Malkangiri,16,52659,11496
OR_Mayurbhanj,10,20184,0
OR_Mayurbhanj,11,17459,14570
OR_Mayurbhanj,12,147722,11414
OR_Mayurbhanj,13,56833,39701
OR_Mayurbhanj,14,53715,2303
OR_Mayurbhanj,15,160236,35517
OR_Mayurbhanj,16,204482,57722
OR_Nabarangapur,10,8989,0
OR_Nabarangapur,11,13331,7740
OR_Nabarangapur,12,72825,5879
OR_Nabarangapur,13,19788,17201
OR_Nabarangapur,14,39560,975
OR_Nabarangapur,15,59395,9847
OR_Nabarangapur,16,126127,17197
OR_Nayagarh,10,6617,0
OR_Nayagarh,11,10157,6107
OR_Nayagarh,12,65871,1635
OR_Nayagarh,13,23137,17035
OR_Nayagarh,14,40178,1146
OR_Nayagarh,15,65854,29068
OR_Nayagarh,16,109793,28101
OR_Nuapada,10,5080,0
OR_Nuapada,11,3819,3637
OR_Nuapada,12,52022,3558
OR_Nuapada,13,5411,8780
OR_Nuapada,14,7640,894
OR_Nuapada,15,60517,8284
OR_Nuapada,16,136421,18215
OR_Puri,10,13276,0
OR_Puri,11,9860,8560
OR_Puri,12,143130,7448
OR_Puri,13,47260,29397
OR_Puri,14,138078,3652
OR_Puri,15,148807,65064
OR_Puri,16,168339,51882
OR_Rayagada,10,9762,0
OR_Rayagada,11,10159,7425
OR_Rayagada,12,74907,5368
OR_Rayagada,13,18769,20709
OR_Rayagada,14,24705,987
OR_Rayagada,15,69898,13226
OR_Rayagada,16,121434,21307
OR_Sambalpur,10,16765,0
OR_Sambalpur,11,14431,11089
OR_Sambalpur,12,80012,7766
OR_Sambalpur,13,33180,22854
OR_Sambalpur,14,144325,1402
OR_Sambalpur,15,147304,32756
OR_Sambalpur,16,99256,35911
OR_Subarnapur,10,4299,0
OR_Subarnapur,11,11143,4669
OR_Subarnapur,12,41358,5798
OR_Subarnapur,13,14232,10080
OR_Subarnapur,14,19899,475
OR_Subarnapur,15,43867,10030
OR_Subarnapur,16,104938,19141
OR_Sundargarh,10,19774,0
OR_Sundargarh,11,18071,11586
OR_Sundargarh,12,143105,11047
OR_Sundargarh,13,55645,28905
OR_Sundargarh,14,197820,1885
OR_Sundargarh,15,115384,61768
OR_Sundargarh,16,139262,67664
PB_Amritsar,10,12342,5
PB_Amritsar,11,25637,8061
PB_Amritsar,12,0,88569
PB_Amritsar,13,237968,0
PB_Amritsar,14,79281,4364
PB_Amritsar,15,133131,51482
PB_Amritsar,16,150601,63677
PB_Barnala,10,710,0
PB_Barnala,11,2557,551
PB_Barnala,12,0,14480
PB_Barnala,13,51869,0
PB_Barnala,14,15080,2885
PB_Barnala,15,35262,7895
PB_Barnala,16,34663,16002
PB_Bathinda,10,3196,0
PB_Bathinda,11,10117,2497
PB_Bathinda,12,40580,4700
PB_Bathinda,13,54595,18731
PB_Bathinda,14,37768,3098
PB_Bathinda,15,79491,21094
PB_Bathinda,16,73626,36300
PB_Faridkot,10,2673,2
PB_Faridkot,11,4421,1991
PB_Faridkot,12,31484,2569
PB_Faridkot,13,39304,10935
PB_Faridkot,14,14276,3319
PB_Faridkot,15,32701,13524
PB_Faridkot,16,43181,23092
PB_Fatehgarh Sahib,10,1006,0
PB_Fatehgarh Sahib,11,3462,786
PB_Fatehgarh Sahib,12,14881,1737
PB_Fatehgarh Sahib,13,27547,6593
PB_Fatehgarh Sahib,14,12895,2984
PB_Fatehgarh Sahib,15,76384,7626
PB_Fatehgarh Sahib,16,56832,21228
PB_Fazilka,10,826,0
PB_Fazilka,11,6975,644
PB_Fazilka,12,28178,2568
PB_Fazilka,13,38959,9005
PB_Fazilka,14,16435,4287
PB_Fazilka,15,49423,10040
PB_Fazilka,16,57068,21795
PB_Ferozepur,10,1580,0
PB_Ferozepur,11,7435,962
PB_Ferozepur,12,29852,3733
PB_Ferozepur,13,34510,12075
PB_Ferozepur,14,20664,741
PB_Ferozepur,15,41480,8559
PB_Ferozepur,16,45804,20308
PB_Gurdaspur,10,3842,0
PB_Gurdaspur,11,11277,2497
PB_Gurdaspur,12,173418,8557
PB_Gurdaspur,13,92470,60973
PB_Gurdaspur,14,33191,8092
PB_Gurdaspur,15,76147,43087
PB_Gurdaspur,16,131804,64341
PB_Hoshiarpur,10,5225,0
PB_Hoshiarpur,11,12348,3725
PB_Hoshiarpur,12,124129,5013
PB_Hoshiarpur,13,129443,46577
PB_Hoshiarpur,14,56734,8688
PB_Hoshiarpur,15,227624,69019
PB_Hoshiarpur,16,171567,102967
PB_Jalandhar,10,11335,17
PB_Jalandhar,11,15510,7889
PB_Jalandhar,12,203825,9893
PB_Jalandhar,13,145429,60069
PB_Jalandhar,14,79591,12749
PB_Jalandhar,15,177009,76075
PB_Jalandhar,16,182118,118936
PB_Kapurthala,10,2132,4
PB_Kapurthala,11,4366,1544
PB_Kapurthala,12,49892,2927
PB_Kapurthala,13,43853,12606
PB_Kapurthala,14,22964,4294
PB_Kapurthala,15,46088,18640
PB_Kapurthala,16,63400,38765
PB_Ludhiana,10,21564,0
PB_Ludhiana,11,35688,16097
PB_Ludhiana,12,267750,18207
PB_Ludhiana,13,176710,89728
PB_Ludhiana,14,152165,17692
PB_Ludhiana,15,252261,103518
PB_Ludhiana,16,302323,140257
PB_Mansa,10,1289,0
PB_Mansa,11,2333,760
PB_Mansa,12,12504,1625
PB_Mansa,13,36270,4496
PB_Mansa,14,10568,1760
PB_Mansa,15,37448,5188
PB_Mansa,16,34969,17146
PB_Moga,10,1012,2
PB_Moga,11,4788,722
PB_Moga,12,31535,3809
PB_Moga,13,40339,12048
PB_Moga,14,39552,1048
PB_Moga,15,57939,12183
PB_Moga,16,62209,24431
PB_Pathankot,10,2016,0
PB_Pathankot,11,6138,1136
PB_Pathankot,12,80633,3282
PB_Pathankot,13,45656,23119
PB_Pathankot,14,21299,3137
PB_Pathankot,15,49910,20207
PB_Pathankot,16,68473,36889
PB_Patiala,10,6246,0
PB_Patiala,11,13652,3656
PB_Patiala,12,102497,5732
PB_Patiala,13,108611,27422
PB_Patiala,14,50810,5097
PB_Patiala,15,109316,43833
PB_Patiala,16,178957,73813
PB_Rupnagar,10,1856,0
PB_Rupnagar,11,3304,1543
PB_Rupnagar,12,24693,1781
PB_Rupnagar,13,30264,8068
PB_Rupnagar,14,33507,2611
PB_Rupnagar,15,70403,12494
PB_Rupnagar,16,58980,23855
PB_S.A.S. Nagar,10,4851,0
PB_S.A.S. Nagar,11,15632,3597
PB_S.A.S. Nagar,12,70561,7228
PB_S.A.S. Nagar,13,212713,27783
PB_S.A.S. Nagar,14,152190,17597
PB_S.A.S. Nagar,15,97775,43891
PB_S.A.S. Nagar,16,86812,95599
PB_Sangrur,10,2380,30
PB_Sangrur,11,5838,1656
PB_Sangrur,12,46063,2393
PB_Sangrur,13,56684,12186
PB_Sangrur,14,28324,4460
PB_Sangrur,15,84223,21702
PB_Sangrur,16,76043,37970
PB_Shahid Bhagat Singh Nagar,10,1839,0
PB_Shahid Bhagat Singh Nagar,11,4064,1503
PB_Shahid Bhagat Singh Nagar,12,44431,2173
PB_Shahid Bhagat Singh Nagar,13,58737,12129
PB_Shahid Bhagat Singh Nagar,14,16692,5782
PB_Shahid Bhagat Singh Nagar,15,39044,16268
PB_Shahid Bhagat Singh Nagar,16,47978,30620
PB_Sri Muktsar Sahib,10,1055,2
PB_Sri Muktsar Sahib,11,3215,784
PB_Sri Muktsar Sahib,12,32787,1701
PB_Sri Muktsar Sahib,13,37902,7812
PB_Sri Muktsar Sahib,14,23684,3011
PB_Sri Muktsar Sahib,15,83456,14754
PB_Sri Muktsar Sahib,16,68037,26194
PB_Tarn Taran,10,3013,0
PB_Tarn Taran,11,6038,2238
PB_Tarn Taran,12,47829,3433
PB_Tarn Taran,13,37706,10671
PB_Tarn Taran,14,32032,2174
PB_Tarn Taran,15,59536,14281
PB_Tarn Taran,16,70650,27106
PY_Karaikal,10,365,0
PY_Karaikal,11,1894,339
PY_Karaikal,12,0,7097
PY_Karaikal,13,20523,0
PY_Karaikal,14,13772,398
PY_Karaikal,15,38045,10748
PY_Karaikal,16,22849,3940
PY_Mahe,10,545,36
PY_Mahe,11,1147,641
PY_Mahe,12,0,1812
PY_Mahe,13,12515,1319
PY_Mahe,14,6312,60
PY_Mahe,15,6966,3391
PY_Mahe,16,4190,5867
PY_Puducherry,10,4178,12
PY_Puducherry,11,14472,2377
PY_Puducherry,12,0,51905
PY_Puducherry,13,132204,0
PY_Puducherry,14,75141,3501
PY_Puducherry,15,170745,53316
PY_Puducherry,16,75784,23415
PY_Yanam,10,155,20
PY_Yanam,11,694,193
PY_Yanam,12,0,1283
PY_Yanam,13,5314,234
PY_Yanam,14,3929,36
PY_Yanam,15,10422,1059
PY_Yanam,16,6456,2323
RJ_Ajmer,10,25152,0
RJ_Ajmer,11,72054,21403
RJ_Ajmer,12,281795,36343
RJ_Ajmer,13,148369,86905
RJ_Ajmer,14,167323,21206
RJ_Ajmer,15,303591,84623
RJ_Ajmer,16,261873,166684
RJ_Alwar,10,30620,0
RJ_Alwar,11,122444,24102
RJ_Alwar,12,352559,42185
RJ_Alwar,13,245275,114107
RJ_Alwar,14,218301,23200
RJ_Alwar,15,282659,98964
RJ_Alwar,16,218502,227968
RJ_Banswara,10,15254,0
RJ_Banswara,11,49401,11890
RJ_Banswara,12,179056,25408
RJ_Banswara,13,43567,36696
RJ_Banswara,14,102762,6078
RJ_Banswara,15,149549,38359
RJ_Banswara,16,185369,75983
RJ_Baran,10,12258,0
RJ_Baran,11,36790,9698
RJ_Baran,12,114824,20011
RJ_Baran,13,44573,31908
RJ_Baran,14,56309,1738
RJ_Baran,15,105355,24026
RJ_Baran,16,118815,40240
RJ_Barmer,10,18111,0
RJ_Barmer,11,62834,12768
RJ_Barmer,12,286273,30576
RJ_Barmer,13,64555,52229
RJ_Barmer,14,147981,23167
RJ_Barmer,15,235529,59358
RJ_Barmer,16,183556,111360
RJ_Bharatpur,10,15245,0
RJ_Bharatpur,11,61160,11050
RJ_Bharatpur,12,230979,20204
RJ_Bharatpur,13,96693,43388
RJ_Bharatpur,14,146036,12334
RJ_Bharatpur,15,190750,61024
RJ_Bharatpur,16,227814,96845
RJ_Bhilwara,10,22189,0
RJ_Bhilwara,11,52270,17676
RJ_Bhilwara,12,256477,20825
RJ_Bhilwara,13,83566,42057
RJ_Bhilwara,14,210012,8515
RJ_Bhilwara,15,170140,66665
RJ_Bhilwara,16,166237,126969
RJ_Bikaner,10,20222,0
RJ_Bikaner,11,54913,13831
RJ_Bikaner,12,230214,38048
RJ_Bikaner,13,147185,93293
RJ_Bikaner,14,172769,14954
RJ_Bikaner,15,208824,54195
RJ_Bikaner,16,167393,140693
RJ_Bundi,10,10956,0
RJ_Bundi,11,44861,9781
RJ_Bundi,12,151038,18505
RJ_Bundi,13,50205,49697
RJ_Bundi,14,57176,2200
RJ_Bundi,15,81491,20226
RJ_Bundi,16,95168,60028
RJ_Chittorgarh,10,16670,0
RJ_Chittorgarh,11,51017,14062
RJ_Chittorgarh,12,184869,19826
RJ_Chittorgarh,13,46438,36385
RJ_Chittorgarh,14,101379,4039
RJ_Chittorgarh,15,102327,38049
RJ_Chittorgarh,16,142439,73724
RJ_Churu,10,12322,0
RJ_Churu,11,52310,10561
RJ_Churu,12,174344,29542
RJ_Churu,13,61165,41216
RJ_Churu,14,118800,7442
RJ_Churu,15,167552,43901
RJ_Churu,16,233973,113370
RJ_Dausa,10,8879,0
RJ_Dausa,11,30144,6746
RJ_Dausa,12,116985,12985
RJ_Dausa,13,45235,29230
RJ_Dausa,14,120627,8152
RJ_Dausa,15,159659,31677
RJ_Dausa,16,200204,53442
RJ_Dholpur,10,8145,0
RJ_Dholpur,11,31613,6383
RJ_Dholpur,12,132645,15108
RJ_Dholpur,13,43336,33344
RJ_Dholpur,14,69185,3167
RJ_Dholpur,15,109600,14999
RJ_Dholpur,16,93129,49867
RJ_Dungarpur,10,11414,0
RJ_Dungarpur,11,28357,9025
RJ_Dungarpur,12,127749,21003
RJ_Dungarpur,13,24371,21835
RJ_Dungarpur,14,76063,5064
RJ_Dungarpur,15,118956,32658
RJ_Dungarpur,16,153173,49342
RJ_Ganganagar,10,18014,0
RJ_Ganganagar,11,51658,13543
RJ_Ganganagar,12,166079,31202
RJ_Ganganagar,13,105333,43690
RJ_Ganganagar,14,110217,9839
RJ_Ganganagar,15,124662,38059
RJ_Ganganagar,16,165921,130665
RJ_Hanumangarh,10,9264,0
RJ_Hanumangarh,11,27582,6655
RJ_Hanumangarh,12,140857,5407
RJ_Hanumangarh,13,79799,31116
RJ_Hanumangarh,14,141178,5485
RJ_Hanumangarh,15,150195,49185
RJ_Hanumangarh,16,169088,116127
RJ_Jaipur,10,17937,0
RJ_Jaipur,11,41864,11688
RJ_Jaipur,12,223320,19769
RJ_Jaipur,13,200245,73418
RJ_Jaipur,14,239298,26103
RJ_Jaipur,15,263067,81591
RJ_Jaipur,16,214083,209733
RJ_Jaisalmer,10,9335,0
RJ_Jaisalmer,11,15360,7074
RJ_Jaisalmer,12,54319,10879
RJ_Jaisalmer,13,22342,16772
RJ_Jaisalmer,14,57485,3857
RJ_Jaisalmer,15,62824,14229
RJ_Jaisalmer,16,60748,27265
RJ_Jalore,10,11436,0
RJ_Jalore,11,53723,8908
RJ_Jalore,12,137448,18449
RJ_Jalore,13,43473,35273
RJ_Jalore,14,83465,7981
RJ_Jalore,15,182313,49123
RJ_Jalore,16,205819,56184
RJ_Jhalawar,10,14255,0
RJ_Jhalawar,11,70885,9847
RJ_Jhalawar,12,109425,19323
RJ_Jhalawar,13,34418,23894
RJ_Jhalawar,14,62325,8109
RJ_Jhalawar,15,167112,29683
RJ_Jhalawar,16,155565,49543
RJ_Jhunjhunu,10,15284,0
RJ_Jhunjhunu,11,91941,11512
RJ_Jhunjhunu,12,197021,20149
RJ_Jhunjhunu,13,128655,87875
RJ_Jhunjhunu,14,114853,8605
RJ_Jhunjhunu,15,154144,55398
RJ_Jhunjhunu,16,250949,164330
RJ_Jodhpur,10,39388,0
RJ_Jodhpur,11,75582,32495
RJ_Jodhpur,12,346775,40416
RJ_Jodhpur,13,163281,94755
RJ_Jodhpur,14,290408,21786
RJ_Jodhpur,15,283672,122878
RJ_Jodhpur,16,342993,248116
RJ_Karauli,10,9708,0
RJ_Karauli,11,37773,7371
RJ_Karauli,12,149566,13600
RJ_Karauli,13,42474,25728
RJ_Karauli,14,73446,3265
RJ_Karauli,15,131920,33260
RJ_Karauli,16,144675,59474
RJ_Kota,10,23767,0
RJ_Kota,11,38223,17277
RJ_Kota,12,245718,21781
RJ_Kota,13,111103,51862
RJ_Kota,14,146025,6620
RJ_Kota,15,114815,56201
RJ_Kota,16,212625,171566
RJ_Nagaur,10,24165,0
RJ_Nagaur,11,118905,20734
RJ_Nagaur,12,458201,57813
RJ_Nagaur,13,105368,122998
RJ_Nagaur,14,148041,10174
RJ_Nagaur,15,252866,105769
RJ_Nagaur,16,262185,240560
RJ_Pali,10,16565,0
RJ_Pali,11,51521,12305
RJ_Pali,12,190841,24043
RJ_Pali,13,102868,57014
RJ_Pali,14,105441,8147
RJ_Pali,15,175056,38321
RJ_Pali,16,157757,118581
RJ_Pratapgarh,10,7298,0
RJ_Pratapgarh,11,18673,4895
RJ_Pratapgarh,12,50555,8840
RJ_Pratapgarh,13,29943,13280
RJ_Pratapgarh,14,103969,3816
RJ_Pratapgarh,15,67401,10165
RJ_Pratapgarh,16,105076,38266
RJ_Rajsamand,10,11932,0
RJ_Rajsamand,11,30984,9676
RJ_Rajsamand,12,124539,17547
RJ_Rajsamand,13,39596,31219
RJ_Rajsamand,14,65488,2877
RJ_Rajsamand,15,94229,15377
RJ_Rajsamand,16,112353,38237
RJ_Sawai Madhopur,10,9531,0
RJ_Sawai Madhopur,11,28865,7462
RJ_Sawai Madhopur,12,114987,15080
RJ_Sawai Madhopur,13,45389,27280
RJ_Sawai Madhopur,14,88293,5414
RJ_Sawai Madhopur,15,127047,23302
RJ_Sawai Madhopur,16,127590,62140
RJ_Sikar,10,16235,0
RJ_Sikar,11,75101,12891
RJ_Sikar,12,242831,14499
RJ_Sikar,13,138882,68784
RJ_Sikar,14,186251,13730
RJ_Sikar,15,243466,102970
RJ_Sikar,16,276043,231800
RJ_Sirohi,10,7023,0
RJ_Sirohi,11,23300,5651
RJ_Sirohi,12,111673,5879
RJ_Sirohi,13,25997,23224
RJ_Sirohi,14,63182,5850
RJ_Sirohi,15,93619,41053
RJ_Sirohi,16,104786,60109
RJ_Tonk,10,12362,0
RJ_Tonk,11,30543,9106
RJ_Tonk,12,98997,12156
RJ_Tonk,13,52256,21407
RJ_Tonk,14,106636,13896
RJ_Tonk,15,161438,38305
RJ_Tonk,16,155150,74198
RJ_Udaipur,10,39685,0
RJ_Udaipur,11,56469,27762
RJ_Udaipur,12,285013,36206
RJ_Udaipur,13,104545,57992
RJ_Udaipur,14,246475,21315
RJ_Udaipur,15,203796,86634
RJ_Udaipur,16,259076,140472
SK_East Sikkim,10,4479,0
SK_East Sikkim,11,11062,4183
SK_East Sikkim,12,42151,4843
SK_East Sikkim,13,23264,19718
SK_East Sikkim,14,27334,172
SK_East Sikkim,15,106067,30640
SK_East Sikkim,16,38019,20618
SK_North Sikkim,10,824,0
SK_North Sikkim,11,2749,775
SK_North Sikkim,12,5156,1207
SK_North Sikkim,13,1909,2557
SK_North Sikkim,14,4095,5
SK_North Sikkim,15,15924,3679
SK_North Sikkim,16,1077,1363
SK_South Sikkim,10,1324,0
SK_South Sikkim,11,11235,1283
SK_South Sikkim,12,21747,1421
SK_South Sikkim,13,5388,11877
SK_South Sikkim,14,17670,51
SK_South Sikkim,15,52417,18383
SK_South Sikkim,16,7016,3548
SK_West Sikkim,10,1415,0
SK_West Sikkim,11,6028,1344
SK_West Sikkim,12,16362,2189
SK_West Sikkim,13,11026,8186
SK_West Sikkim,14,11182,25
SK_West Sikkim,15,50229,13049
SK_West Sikkim,16,3680,6926
TG_Adilabad,10,3785,57
TG_Adilabad,11,3302,3236
TG_Adilabad,12,20597,1473
TG_Adilabad,13,22544,8454
TG_Adilabad,14,10937,3277
TG_Adilabad,15,29597,4130
TG_Adilabad,16,12012,13814
TG_Bhadradri Kothagudem,10,9136,113
TG_Bhadradri Kothagudem,11,8122,12036
TG_Bhadradri Kothagudem,12,34781,3199
TG_Bhadradri Kothagudem,13,62811,19098
TG_Bhadradri Kothagudem,14,26342,8396
TG_Bhadradri Kothagudem,15,81839,7743
TG_Bhadradri Kothagudem,16,48535,30326
TG_Hyderabad,10,52210,175
TG_Hyderabad,11,57959,41042
TG_Hyderabad,12,310390,35285
TG_Hyderabad,13,243820,164963
TG_Hyderabad,14,794829,44360
TG_Hyderabad,15,902200,206678
TG_Hyderabad,16,197603,413806
TG_Jagtial,10,4232,35
TG_Jagtial,11,4961,5656
TG_Jagtial,12,37329,1958
TG_Jagtial,13,77274,16505
TG_Jagtial,14,28150,8605
TG_Jagtial,15,49858,10044
TG_Jagtial,16,10077,50561
TG_Jangaon,10,1141,35
TG_Jangaon,11,3337,2175
TG_Jangaon,12,17276,1633
TG_Jangaon,13,33847,11230
TG_Jangaon,14,7406,4088
TG_Jangaon,15,34175,5755
TG_Jangaon,16,7507,18646
TG_Jayashankar Bhupalapally,10,1235,59
TG_Jayashankar Bhupalapally,11,1750,1978
TG_Jayashankar Bhupalapally,12,13280,217
TG_Jayashankar Bhupalapally,13,57440,5297
TG_Jayashankar Bhupalapally,14,12664,9735
TG_Jayashankar Bhupalapally,15,25999,2017
TG_Jayashankar Bhupalapally,16,27466,22625
TG_Jogulamba Gadwal,10,2157,68
TG_Jogulamba Gadwal,11,2074,2221
TG_Jogulamba Gadwal,12,19878,295
TG_Jogulamba Gadwal,13,26191,6639
TG_Jogulamba Gadwal,14,8611,874
TG_Jogulamba Gadwal,15,13171,5262
TG_Jogulamba Gadwal,16,9859,11058
TG_Kamareddy,10,3885,159
TG_Kamareddy,11,8501,4874
TG_Kamareddy,12,72834,3147
TG_Kamareddy,13,57797,24776
TG_Kamareddy,14,17879,5527
TG_Kamareddy,15,50902,22076
TG_Kamareddy,16,11032,32312
TG_Karimnagar,10,8504,95
TG_Karimnagar,11,7899,8040
TG_Karimnagar,12,44418,1823
TG_Karimnagar,13,130484,19281
TG_Karimnagar,14,45785,6934
TG_Karimnagar,15,95488,9586
TG_Karimnagar,16,66528,118099
TG_Khammam,10,8269,92
TG_Khammam,11,7746,8202
TG_Khammam,12,43715,4866
TG_Khammam,13,58129,26848
TG_Khammam,14,53117,9000
TG_Khammam,15,152084,9251
TG_Khammam,16,99353,46784
TG_Komaram Bheem,10,2019,0
TG_Komaram Bheem,11,2240,2736
TG_Komaram Bheem,12,14648,323
TG_Komaram Bheem,13,22976,3097
TG_Komaram Bheem,14,7402,3130
TG_Komaram Bheem,15,16400,6318
TG_Komaram Bheem,16,4989,7592
TG_Mahabubabad,10,3576,99
TG_Mahabubabad,11,5097,5883
TG_Mahabubabad,12,28061,1762
TG_Mahabubabad,13,54323,14923
TG_Mahabubabad,14,10042,7360
TG_Mahabubabad,15,75836,7032
TG_Mahabubabad,16,10000,28993
TG_Mahabubnagar,10,5463,108
TG_Mahabubnagar,11,4373,6038
TG_Mahabubnagar,12,37429,1540
TG_Mahabubnagar,13,46125,13087
TG_Mahabubnagar,14,14565,4902
TG_Mahabubnagar,15,42775,14284
TG_Mahabubnagar,16,12094,24111
TG_Mancherial,10,3898,54
TG_Mancherial,11,3459,4759
TG_Mancherial,12,23507,1708
TG_Mancherial,13,51377,7791
TG_Mancherial,14,31137,1785
TG_Mancherial,15,62506,12861
TG_Mancherial,16,35692,35759
TG_Medak,10,1942,0
TG_Medak,11,3136,2836
TG_Medak,12,34440,1158
TG_Medak,13,63584,12175
TG_Medak,14,15369,4309
TG_Medak,15,45349,10517
TG_Medak,16,11677,26557
TG_Medchal Malkajgiri,10,11011,200
TG_Medchal Malkajgiri,11,30647,9362
TG_Medchal Malkajgiri,12,194674,10973
TG_Medchal Malkajgiri,13,143632,100268
TG_Medchal Malkajgiri,14,318050,25893
TG_Medchal Malkajgiri,15,668534,120470
TG_Medchal Malkajgiri,16,202047,267505
TG_Mulugu,10,1424,27
TG_Mulugu,11,1474,1871
TG_Mulugu,12,9138,488
TG_Mulugu,13,40666,2377
TG_Mulugu,14,5031,7106
TG_Mulugu,15,22464,1959
TG_Mulugu,16,15369,15762
TG_Nagarkurnool,10,2865,0
TG_Nagarkurnool,11,2967,3097
TG_Nagarkurnool,12,30615,1297
TG_Nagarkurnool,13,55662,12415
TG_Nagarkurnool,14,11757,1320
TG_Nagarkurnool,15,31081,9647
TG_Nagarkurnool,16,9860,25411
TG_Nalgonda,10,6299,59
TG_Nalgonda,11,5829,6589
TG_Nalgonda,12,34886,2475
TG_Nalgonda,13,71498,19695
TG_Nalgonda,14,39589,1962
TG_Nalgonda,15,112888,14136
TG_Nalgonda,16,67784,35939
TG_Narayanpet,10,1527,68
TG_Narayanpet,11,1406,1602
TG_Narayanpet,12,10929,322
TG_Narayanpet,13,17450,4683
TG_Narayanpet,14,5972,1458
TG_Narayanpet,15,14732,2785
TG_Narayanpet,16,10428,6067
TG_Nirmal,10,3509,69
TG_Nirmal,11,3200,3037
TG_Nirmal,12,44964,1715
TG_Nirmal,13,71331,12814
TG_Nirmal,14,10378,5645
TG_Nirmal,15,25856,13709
TG_Nirmal,16,8721,44548
TG_Nizamabad,10,9217,33
TG_Nizamabad,11,7334,7940
TG_Nizamabad,12,58021,2528
TG_Nizamabad,13,76933,21480
TG_Nizamabad,14,37902,3079
TG_Nizamabad,15,89329,27033
TG_Nizamabad,16,30301,56303
TG_Peddapalli,10,2588,56
TG_Peddapalli,11,2885,3075
TG_Peddapalli,12,22475,2073
TG_Peddapalli,13,72226,13271
TG_Peddapalli,14,45755,5073
TG_Peddapalli,15,88471,4859
TG_Peddapalli,16,49106,47657
TG_Rajanna Sircilla,10,1685,5
TG_Rajanna Sircilla,11,1342,1920
TG_Rajanna Sircilla,12,16932,156
TG_Rajanna Sircilla,13,84839,6224
TG_Rajanna Sircilla,14,11404,5042
TG_Rajanna Sircilla,15,32001,4455
TG_Rajanna Sircilla,16,7067,50732
TG_Ranga Reddy,10,25024,89
TG_Ranga Reddy,11,30826,19811
TG_Ranga Reddy,12,183313,15348
TG_Ranga Reddy,13,105864,72344
TG_Ranga Reddy,14,479023,20262
TG_Ranga Reddy,15,608462,154174
TG_Ranga Reddy,16,191137,256165
TG_Sangareddy,10,4967,96
TG_Sangareddy,11,6888,4690
TG_Sangareddy,12,54367,3773
TG_Sangareddy,13,66355,21314
TG_Sangareddy,14,66404,9614
TG_Sangareddy,15,116625,19293
TG_Sangareddy,16,38931,58059
TG_Siddipet,10,5594,52
TG_Siddipet,11,6070,6373
TG_Siddipet,12,52153,2086
TG_Siddipet,13,136106,12904
TG_Siddipet,14,30604,16501
TG_Siddipet,15,53468,8363
TG_Siddipet,16,17196,72498
TG_Suryapet,10,2911,42
TG_Suryapet,11,7480,3132
TG_Suryapet,12,41879,2547
TG_Suryapet,13,70299,20488
TG_Suryapet,14,26478,6156
TG_Suryapet,15,65018,12441
TG_Suryapet,16,40688,34166
TG_Vikarabad,10,2535,48
TG_Vikarabad,11,3624,3817
TG_Vikarabad,12,21132,1539
TG_Vikarabad,13,33909,9806
TG_Vikarabad,14,14076,741
TG_Vikarabad,15,34679,7477
TG_Vikarabad,16,11727,17933
TG_Wanaparthy,10,2007,72
TG_Wanaparthy,11,1984,2631
TG_Wanaparthy,12,15361,545
TG_Wanaparthy,13,30861,8303
TG_Wanaparthy,14,9547,931
TG_Wanaparthy,15,23469,5803
TG_Wanaparthy,16,7832,15732
TG_Warangal Rural,10,2318,82
TG_Warangal Rural,11,2234,2977
TG_Warangal Rural,12,9479,628
TG_Warangal Rural,13,38719,5754
TG_Warangal Rural,14,15111,3220
TG_Warangal Rural,15,47011,4080
TG_Warangal Rural,16,27221,17608
TG_Warangal Urban,10,10898,124
TG_Warangal Urban,11,11364,9691
TG_Warangal Urban,12,55191,4862
TG_Warangal Urban,13,94415,31701
TG_Warangal Urban,14,128632,16684
TG_Warangal Urban,15,131097,24277
TG_Warangal Urban,16,53079,51064
TG_Yadadri Bhuvanagiri,10,2370,66
TG_Yadadri Bhuvanagiri,11,3157,2439
TG_Yadadri Bhuvanagiri,12,56530,1276
TG_Yadadri Bhuvanagiri,13,101052,10398
TG_Yadadri Bhuvanagiri,14,27652,33030
TG_Yadadri Bhuvanagiri,15,46203,15687
TG_Yadadri Bhuvanagiri,16,13575,64197
TN_Ariyalur,10,2912,4
TN_Ariyalur,11,6756,2010
TN_Ariyalur,12,12409,2777
TN_Ariyalur,13,18102,7188
TN_Ariyalur,14,35220,2256
TN_Ariyalur,15,63342,9060
